,X0,X1,y
0,0.4240102405978152,-0.393403638154901,1
1,0.6942234900051361,-0.40068230270829935,1
2,-1.0015169736788407,0.30676077221614706,0
3,0.012483831061163242,0.46512059821549956,1
4,-0.6056717859322583,0.6159771008149042,0
5,0.6714210713650832,0.7013293559485174,0
6,1.0462750246099617,0.054669065998066965,0
7,0.9946117893536576,0.1789396167490483,0
8,0.8526372745982573,0.718521804526374,0
9,0.5785932168951561,-0.36769644159318493,1
10,-0.8558215087617657,0.40888408115487873,0
11,-0.8119967975093842,0.7218395929106223,0
12,2.008157786986856,0.10788670161143903,1
13,-0.8666278261671111,0.5712084524522206,0
14,0.8711239662155739,0.54137033729941,0
15,0.1538622421010421,-0.06919274370611946,1
16,0.9461849994496851,0.23951439004151265,0
17,1.9883992036178986,0.010150578650958229,1
18,0.07362661990137884,0.25947584625033304,1
19,0.5078754982609855,-0.46363674732882126,1
20,1.96558442252402,0.4111104282699061,1
21,0.10952715460956441,0.9368493587243234,0
22,1.0364141935646896,0.094555540634104,0
23,-1.005403708436179,0.21375984863120379,0
24,1.8974259349615645,0.0630578318959965,1
25,0.8181111978143712,0.49400442942222406,0
26,1.6912249816910545,-0.11631777353738147,1
27,-0.022622279730398112,0.29389282068680406,1
28,0.24406229126065765,1.0525129308075756,0
29,0.44111520462359954,0.9320593595105712,0
30,-0.8745164366799104,0.4930623870331905,0
31,-0.8649733722844835,0.4939243491505153,0
32,0.18344497620104916,1.0104130871148589,0
33,1.65071594375133,-0.2345504248165018,1
34,0.8128055890476753,-0.4172821114746344,1
35,0.1575475702085532,1.0039898186384348,0
36,0.08935835763755853,0.5382977162925313,1
37,0.9024793549640939,0.1886479025518197,0
38,1.266087682307152,-0.4753256418417465,1
39,0.9435772364909658,-0.4504857611531339,1
40,0.612258946122801,-0.4148942624018939,1
41,0.7915966476237617,0.6220210879171035,0
42,-0.6416697945856917,0.845158502959067,0
43,0.3695552701660535,0.9515985149807962,0
44,0.37811498290517176,0.920931718791881,0
45,0.4055919490329308,0.9188040974521551,0
46,0.2541377152323788,-0.1903179818292302,1
47,0.34793522266472027,-0.22233406592841448,1
48,-0.031796328270793525,0.2973377320844502,1
49,0.885623404032152,0.5296844451828706,0
50,0.3713778214203447,-0.3159428992560258,1
51,-0.6972419572494952,0.8598736624437435,0
52,0.5935378229074537,-0.44359391331444153,1
53,0.4224427827214137,0.9309698778313987,0
54,1.9487487245373707,0.38979070225262313,1
55,1.8823461532582308,0.029479665802719653,1
56,0.9824284527844233,-0.4895985710911769,1
57,0.8573175328173995,0.5324027910272049,0
58,0.7329673288014098,0.7711161241105372,0
59,0.9804987895750606,0.40457261336985767,0
60,0.9389996546507178,0.22638008090614126,0
61,-0.8859036556281764,0.6227844619284306,0
62,1.8164182587719824,-0.2903284142774001,1
63,1.0338609886575465,-0.4920996379092452,1
64,-0.8775837673992635,0.4373451960142981,0
65,0.4373676828673653,0.9612477860014744,0
66,1.2217210088788104,-0.4133625363946463,1
67,1.11458415574946,0.07357055694491596,0
68,-0.4204359154380472,0.8582136603765742,0
69,1.1669459568088525,-0.49844248513595996,1
70,1.6884395263413392,-0.23331857042174062,1
71,-0.7715256813537855,0.6816855296115497,0
72,0.022110693996287997,0.3047046209977895,1
73,0.8945710050945128,0.4128040314837684,0
74,0.9726494280886027,-0.6095402308345533,1
75,0.991892080083504,0.02202587293260063,0
76,0.3464480170262877,1.0178524007539975,0
77,0.4358091374724275,0.8324701129303396,0
78,1.2211875539679882,-0.46738590800379426,1
79,-1.0164708804199358,0.02258586458699561,0
80,0.8584677411047394,0.5727366667302343,0
81,-0.39981050575501154,0.9235277092422939,0
82,1.1086723622118895,-0.4376232095237975,1
83,0.06270731034240805,0.16818100101333278,1
84,0.6161399511264186,0.7889348021916633,0
85,0.022769674608659186,0.9340793419827113,0
86,0.2716281973709011,1.0031486631383193,0
87,0.2240161910810102,0.9742448739484367,0
88,-0.050225923205081666,0.9612496297567765,0
89,0.4559148762091993,-0.388012721099115,1
90,-0.12958697565458524,0.9270607819130922,0
91,0.24874034573179488,-0.14335765269103662,1
92,0.5128263626297508,-0.37947189995494857,1
93,1.4812136496469177,-0.43399221544054306,1
94,-0.1175747707566063,0.8691506950526808,0
95,0.8559606912781234,-0.5042967654618994,1
96,0.05441264270097958,0.21577397926457997,1
97,0.024546895096098517,1.0214857988408341,0
98,0.9254554162704166,-0.5603249431107966,1
99,0.42535535475235,-0.24356821622878316,1
100,0.4680938639938725,0.9358519995492419,0
101,-0.00039533627765763607,0.18025488802079886,1
102,1.0616384667195538,0.07165194012735819,0
103,1.8981445977476072,0.04663099097778001,1
104,0.8658354105907864,0.6825986974791975,0
105,-1.031509017380841,0.1324533926741545,0
106,0.8710444721571703,0.4575517351359501,0
